🇨🇳央视,#genre#
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225690/index.m3u8
江苏卫视,http://111.59.63.32:9901/tsfile/live/1025_1.m3u8
东方卫视,http://111.59.63.32:9901/tsfile/live/1026_1.m3u8
安徽卫视,http://111.59.63.32:9901/tsfile/live/1027_1.m3u8
湖南卫视,http://111.59.63.32:9901/tsfile/live/1028_1.m3u8
四川卫视,http://111.59.63.32:9901/tsfile/live/1029_1.m3u8
北京卫视,http://111.59.63.32:9901/tsfile/live/1030_1.m3u8
浙江卫视,http://111.59.63.32:9901/tsfile/live/1031_1.m3u8
广东卫视,http://111.59.63.32:9901/tsfile/live/1032_1.m3u8
深圳卫视,http://111.59.63.32:9901/tsfile/live/1033_1.m3u8
山东卫视,http://111.59.63.32:9901/tsfile/live/1034_1.m3u8
重庆卫视,http://111.59.63.32:9901/tsfile/live/1035_1.m3u8
贵州卫视,http://111.59.63.32:9901/tsfile/live/1036_1.m3u8
云南卫视,http://111.59.63.32:9901/tsfile/live/1037_1.m3u8
内蒙古卫视,http://111.59.63.32:9901/tsfile/live/1038_1.m3u8
新疆卫视,http://111.59.63.32:9901/tsfile/live/1039_1.m3u8
宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040_1.m3u8
辽宁卫视,http://111.59.63.32:9901/tsfile/live/1041_1.m3u8
江西卫视,http://111.59.63.32:9901/tsfile/live/1042_1.m3u8
吉林卫视,http://111.59.63.32:9901/tsfile/live/1043_1.m3u8
湖北卫视,http://111.59.63.32:9901/tsfile/live/1044_1.m3u8
黑龙江卫视,http://111.59.63.32:9901/tsfile/live/1045_1.m3u8
天津卫视,http://111.59.63.32:9901/tsfile/live/1047_1.m3u8


📸土味,#genre#

1,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/974c386d568e0436-d093411316336ea6c5fdb2800488cf98-mp4_720p_1.mp4?auth_key=1667666132-9655088-0-5ba15baa38fb1fb3a7e19411bec90122
2,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/974c386d568e0436-d093411316336ea6c5fdb2800488cf98-mp4_720p_1.mp4
3,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/QykB0HpKo2LoZbuKBgwF8AToQUYyVNUZdSu3Lz-MjzP3brPZCjoM2zvXAk93iTuJ.mp4?sign=1667664387-3782386702165966662-0-9bb23a0e62575db6c9105a578d0c8db7
4,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/sr1FigysoGtZ5A7g2TbaGmhCfbz8wHOYV31R9N5FtKE6WbNRbGmqO-MiodhjN3lI.mp4?sign=1667664387-4403008547761272166-0-e5c023a18d6c0c83e7f51774809261e7
5,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/pxJ73ckgC6LqFvgvfe-UFDAK0pHf3FJUUL5b6Ml9Pzh2B35Va8_VDr2YPvg8trSR.mp4?sign=1667664387-2568259736136059209-0-f2dc9b89a3ac5cc01d782a511cd525bd
6,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/zeXx3YYW8040o-soPNaOAtjdJuid4l7tTGasjTzdY-btCBDUyJ0qJDMjCjMs4RhI.mp4?sign=1667664387-8952814177311284847-0-67166370eeebfb776c41917de4c158a4
7,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/7lpF6mv2oB4l04EC-na-8Nx00gD5mr9zZDcxUGkjgluwY4wgZX6XeFF2T_GD5yai.mp4?sign=1667664387-1012130022268192550-0-28b688ffddd53dbd1214c22da610419d
8,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/WURiljz7N7TYRw_lPiCIeVFdu91xjsAXdn3JaaLetjrbe1tCyLzb7ivcS0VPlRSS.mp4?auth_key=1667666280-2052280369-0-9484bb434beb8af5edeb2d96682a6108
9,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/52C11rfbjPB3-lPBp79ZJ9f1ImM1cn9mtNMz2_sxh0IVjffQ7L7pxDTtsZgXVHbP.mp4?auth_key=1667666280-1270248833-0-8229601783f35d838896b03d95c30f09
🎬杂1,#genre#
1,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/WggNn3hpYUHqZKyhGWX4V6Q8DXowqpdgiK4CcPbhP6XRz9U4u-XaL64yBmuYZ7W2.mp4?sign=1667664581-5966973921242086882-0-6fe11343558ce6717d4e567b055ecab7
2,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/2huiCqlCCyEPsPxTw6RFun1FJjzeFdJSWexcA6hJNyLKP9kjUL64LRiN22A55LBq.mp4?sign=1667664581-7249889586996071738-0-5706c2b955699e050787f7db90896021
3,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/rO3ZV7pzXtlxnnYSlPW7yU-rNAFiGObDHvc4jMOdF0nS7zGK0V2O2T1eEXEtal6e.mp4?sign=1667664636-2154897086219084472-0-028d64c95dd70f364257c01a6cfa3795
4,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/2c66278dcce36d02-cea43de8888a53389975bf63e7a3dea6-mp4_720p_1.mp4?sign=1667664644-2057998339615352974-0-148c2fa019b6940b062f330e6f60acd3
5,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/ledJO_na7_jswXJZLrmZq-gO7hMNUzfkpM_S8I5JRXeC7dYDcbU2CI5K49e-7Rqa.mp4?sign=1667664661-4542872545433815192-0-df216c7e4105cffdc6d218850906fed5
6,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/hk-U1uI-GGx7kY9Tf656LzBvD4XWadz03RWI1D9EYsh3sQIUAl12enN3zZqTDyt8.mp4?auth_key=1667666472-803672863-0-c83b9d4143cdf50e0ded90976af3549e
7,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/syLjonWCaYkyyduOFYmmCLnFOIn1y9_v3SyPj_W2vkwFtmOjVXTKw95CsF_ozBJq.mp4?auth_key=1667666491-1779394870-0-6683858206023e5573a373ae776c98e5
8,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/6DEN0n0ae4yzu9qgcyaFyzNZ1EERKvqjCRnZ-ncZUMxWBnmjJOPB5MAYI3n5Jb6I.mp4?sign=1667664711-5634675808359283236-0-77447444785340179cff98f8c777da3f
9,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/ADHE2FQD_hXVBNx3nSfIzV2CgltNo9nRSv5MZD_nNVuBDa6hTRuIWv5EnkraAqDV.mp4?auth_key=1667666521-1425530330-0-3e60eb634d6a4d62eab50728ace6508a
10,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/sKPJzGOu4ThHpYSkU-pgv01ChpzmIQ5CAAQJGNX3fd9e2bqWD5vMXYX4MPYZMe0S.mp4?auth_key=1667666521-1367285406-0-bc536a629df0cd1a2924adf6fdb441a0
11,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/W5FV97OkyFPOkJB29bv7Ke_SeQfY7NilDMUngm393ZDlpUbdxLbumFNRu5hTrMXn.mp4?auth_key=1667666584-2092546523-0-6efeb704431cea1b8be03be56ef6e27b
12,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/-AEZRNqKEu2CVm_K5FF_T0RGMI9KlbhmQzwyad98lNhKtXqn-0FVMCO6zkDB_sp8.mp4?sign=1667664791-973150108866496526-0-650d93643e786f0408dbcfb19f33bd7f
13,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/MYWdQkFo7KW8uUXRETwAib1kbdwkgeCVheuJjx4KDnG93LcwrORwBD5nB8uM0Z4q.mp4?auth_key=1667666600-562500757-0-a523cb355da3b77cb3bee645ebcc4823
14,http://ali-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/s1nISpy5R79BjPQxcelXtu_779wAAcFuoP_gFm5W-Tl4JXJT2-uwH2oqQA5gteNH.mp4?auth_key=1667666600-38837186-0-a2d698e53fc1233876d49964042ca946
15,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/T-huWpDhJApA30K4Zb5VqwJxQNQhAO15vXpa1jsOO0qKjePRv4QrICiu4tvZlIHq.mp4?sign=1667664800-9105711456956158588-0-1094e7f0b34cb2c9bbcf956ab76fe7cf
16,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/lh3iXlRjHLh0Ek07tZOk0iqCyAQ_tjouDjiUXEADQBQobe-0U7dzJNSIo6EWBsnD.mp4?sign=1667664822-6489972591192466765-0-3510037ddbb82e2a8019dc80ecf5cb0d
17,http://tx-tv-video.yximgs.kstv.aisee.tv/mediacloud/kwai_tv/tv_video/FRACWeulGuVePTeZk1v5zJpbI_veNc3VpjNZR8wT68z1nCGp2Tmu1ILjXeQFhXC3.mp4?sign=1667664852-8654896384828464411-0-97597d71aec57f1b49e82dcb7061b067

🎬杂2,#genre#
Natural TV,http://137.74.205.201/medmuzik/MedStream/playlist.m3u8
JIN TV,http://142.44.214.231:1935/saheltv/myStream/playlist.m3u8
CCX news,http://156.142.85.152/live/WIFI-2096k-1080p/WIFI-2096k-1080p.m3u8
MariahCarey-GTFO,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0tL77QUoxsHs9gE.mp4
SelenaGomez&amp;amp;TheSc,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg45qY9wUonJT41gc.mp4
MichaelJackson&amp;amp;Ak,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg89L77QUogoiRlwY.mp4
Mashup-Germany-TopofthePo,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghLq04wUo9ZfwvgY.mp4
BeckyG-Mayores,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghrTW4gUojKzXlwI.mp4
sandran.-ballerina,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl5_k4wUom-bC1wc.mp4
Meg&amp;amp;Dia-AmericanS,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgldP77QUoyIuoNw.mp4
MARINA-OrangeTrees,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-NL77QUomoC-1Ac.mp4
Miranda.Lambert-Kerosene,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgq8DQ_QUozLf12AM.mp4
SharonDoorson-HowYouLikeI,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-qCk4wUo2I3d5QU.mp4
BeckyG_NattiNatasha-SinPi,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtrTW4gUous_5gQM.mp4
MaggieLindemann-WouldI,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyNL77QUoqpOU7AM.mp4
MaddiePoppe-GoingGoingGon,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgytL77QUonufRmwQ.mp4
Mama!,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz_i74wUoqqig5gI.mp4
Prime Asia TV,http://158.69.124.9:1935/sardaritv/sardaritv/playlist.m3u8
FASTWAT NEWS,http://163.47.214.155:1935/fwnews/live/playlist.m3u8
FRESH NEWS,http://167.99.65.12:1935/live/ngrp:myStream_all/chunklist.m3u8
MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
Перший Зах?дний (Львов),http://194.50.51.34/playlist.m3u8
TVRI 1,http://210.210.155.35/qwr9ew/s/s11/01.m3u8
Zee Bioskop,http://210.210.155.35/qwr9ew/s/s32/01.m3u8
Zee Bioskop,http://210.210.155.35/qwr9ew/s/s32/01.m3u8?fluxustv.m3u8
Thrill,http://210.210.155.35/qwr9ew/s/s34/01.m3u8?fluxustv.m3u8
Aniplus,http://210.210.155.35/session/0d216142-f3f5-11e8-ab67-89df93dc8d44/dr9445/h/h02/01.m3u8
Thrill,http://210.210.155.35/session/c8a974dc-7e3d-11e8-bf09-b82a72d63267/qwr9ew/s/s34/01.m3u8
K Plus,http://210.210.155.35/uq2663/h/h08/01.m3u8?fluxustv.m3u8
K+,http://210.210.155.35/uq2663/h/h08/index.m3u8
One (Indonesian Sub),http://210.210.155.35/uq2663/h/h143/02.m3u8
Tele Quebec,http://212.98.171.116/HLS/ctvby/playlist.m3u8
TBC 대구 (SBS 大邱),http://221.157.125.239:1935/live/psike/playlist.m3u8
ALKORQAPLUS,http://32.shqiptv.org/korca/albplus/index.m3u8
RRI Net,http://36.89.47.217:11935/rrinet/live/index.m3u8
PUNKTum,http://5856e1a25f71a.streamlock.net:1935/easycast8-live/mp4:livestreamhd4/playlist.m3u8
OK Wernigerode,http://58bd5b7a98e04.streamlock.net/medienasa-live/mp4:ok-stendal_high/playlist.m3u8
CIRA TV,http://58bd5b7a98e04.streamlock.net/medienasa-live/mp4:ok-wernigerode_high/playlist.m3u8
Ran 1,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-dessau_high/playlist.m3u8
OK Stendal,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-merseburg_high/playlist.m3u8
Sonnenklar.TV,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-wernigerode_high/playlist.m3u8
PUNKTum Fernsehen,http://58bd5b7a98e04.streamlock.net/medienasa-live/punktum_high/playlist.m3u8
OK Merseburg-Querfurt (10,http://58bd5b7a98e04.streamlock.net/medienasa-live/rbw_high/playlist.m3u8
Radio 51 TV,http://59d7d6f47d7fc.streamlock.net/canale51/canale51/playlist.m3u8
RMK TV Sciacca,http://59d7d6f47d7fc.streamlock.net:1935/elivebresciatv/elivebresciatv/playlist.m3u8
苔湾番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
Health TV,http://62.113.210.250/medienasa-live/BLKonline_high/playlist.m3u8
MDF.1,http://62.113.210.250/medienasa-live/mdf1_high/agustiny.m3u8
Oberlausitz TV,http://62.113.210.250/medienasa-live/mdf1_high/playlist.m3u8
RAN1 Regionalfernsehen (1,http://62.113.210.250/medienasa-live/mp4:ran1_high/master.m3u8
oeins (Oldenburg),http://62.113.210.250/medienasa-live/punktum_high/master.m3u8
Elbekanal Sch?nebeck,http://62.113.210.250/medienasa-live/RFH_high/master.m3u8
Light Channel,http://62.113.210.250:1935/medienasa-live/mp4:ran1_high/playlist.m3u8
RBW,http://62.113.210.250:1935/medienasa-live/ran1_high/playlist.m3u8
OK Dessau,http://62.67.13.53:1935/HealthTV/ghtv_live_master.stream/playlist.m3u8
ATD TV (American TV of Da,http://66.242.170.53/hls/live/temp/index.m3u8
Payvand TV,http://68.235.35.243:1935/lamegamundial/lamegamundial2/playlist.m3u8
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
Fashion &amp; Lifestyle,http://85.238.112.69:8811/hls_sec/239.0.4.18-.m3u8
Селенга ТВ,http://90.188.37.86/live/playlist.m3u8
Первый городской (Одесса),http://91.194.79.46:8081/stream1/channel1/playlist.m3u8
4 канал,http://91.194.79.46:8081/stream2/channel2/playlist.m3u8
RUTV,http://92.50.128.180/utv/1358/index.m3u8
4канал,http://95.67.106.10/hls/nta_ua_hi/index.m3u8
ПервыйДеловой,http://95.67.127.156/hls/pershij-dlovij_ua_hi/index.m3u8
ПравдаТУТ,http://95.67.17.131/hls/pravdatytkievshina_ua_hi/index.m3u8
Радио Люкс,http://95.67.21.100/hls/prm_ua_hi/index.m3u8
РЕН ТВ,http://ad-hls-rentv.cdnvideo.ru/ren/smil:ren.smil/playlist.m3u8
ADiTV,http://aditv.onlivestreaming.net/aditv/livestream/playlist.m3u8
DAAI TV,http://45.126.83.51/qwr9ew/s/s13/index.m3u8
Diva,http://45.126.83.51/uq2663/h/h11/index.m3u8
Самара ГИС Not 24/7,http://45.67.57.9:8080/new/new/playlist.m3u8
24 Канал,http://46.175.163.130/live_yatb/playlist.m3u8
ЛДПР ТВ,http://46.46.143.222:1935/live/mp4:ldpr.stream/playlist.m3u8
ЛДПР ТВ,http://46.46.143.222:1935/live/mp4:ldpr.stream_720p/playlist.m3u8
Kanal T,http://51.15.2.151/hls/kanalavrupa.m3u8
Persiana Junior,http://51.210.199.14/hls/stream.m3u8
Persiana Family,http://51.210.199.15/hls/stream.m3u8
TV78,http://51.210.199.18/hls/stream.m3u8
Persiana Nostalgia,http://51.210.199.19/hls/stream.m3u8
TV7 Colmar,http://51.210.199.21/hls/stream.m3u8
PersianaIranian,http://51.210.199.22/hls/stream.m3u8
PersianaDocumentary,http://51.210.199.23/hls/stream.m3u8
PersianaMusic,http://51.210.199.24/hls/stream.m3u8
City Music TV,http://5592f056abba8.streamlock.net/citytv/citytv/playlist.m3u8
TBS,http://58.234.158.60:1935/catvlive/myStream/playlist.m3u8
美丽人生,http://58.99.33.16:1935/liveedge17/live_070_3.stream/chunklist.m3u8
海豚综合,http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
